IMAGE_index, class, x, y
0075301, 6, 0.5234375, 0.1015625
0075301, 6, 0.3828125, 0.5078125
0075312, 3, 0.6328125, 0.5859375
0075312, 6, 0.3515625, 0.1484375
0075312, 8, 0.0546875, 0.3046875
0075314, 4, 0.3359375, 0.4453125
0075314, 6, 0.2890625, 0.6640625
0075314, 9, 0.0234375, 0.0078125
0075315, 5, 0.3515625, 0.4921875
0075315, 6, 0.1015625, 0.0078125
0075329, 1, 0.4140625, 0.0859375
0075329, 6, 0.2109375, 0.3203125
0075330, 2, 0.6953125, 0.6328125
0075330, 4, 0.0390625, 0.0234375
0075330, 6, 0.6953125, 0.3515625
0075331, 2, 0.4609375, 0.6328125
0075331, 5, 0.7421875, 0.2578125
0075331, 5, 0.0859375, 0.3984375
0075331, 6, 0.3984375, 0.2890625
0075332, 6, 0.4765625, 0.3984375
0075332, 7, 0.4609375, 0.7265625
0075333, 0, 0.3515625, 0.5078125
0075333, 3, 0.7265625, 0.0078125
0075333, 4, 0.1171875, 0.7578125
0075333, 6, 0.3828125, 0.1328125
0075334, 1, 0.7265625, 0.0234375
0075334, 6, 0.3984375, 0.2265625
0075336, 4, 0.1484375, 0.3828125
0075336, 6, 0.1953125, 0.6015625
0075336, 8, 0.3984375, 0.3203125
0075336, 8, 0.4453125, 0.7578125
0075339, 1, 0.0703125, 0.1484375
0075339, 1, 0.1171875, 0.3828125
0075339, 4, 0.5234375, 0.6328125
0075339, 6, 0.1328125, 0.6328125
0075345, 6, 0.5390625, 0.3515625
0075345, 7, 0.7734375, 0.2578125
0075345, 8, 0.2890625, 0.6640625
0075359, 1, 0.6328125, 0.6953125
0075359, 3, 0.6171875, 0.3359375
0075359, 6, 0.4765625, 0.0703125
0075364, 2, 0.4765625, 0.7265625
0075364, 3, 0.3515625, 0.2421875
0075364, 6, 0.1328125, 0.5546875
0075372, 6, 0.4609375, 0.1015625
0075372, 6, 0.5390625, 0.6640625
0075378, 2, 0.6328125, 0.2734375
0075378, 6, 0.7109375, 0.5390625
0075378, 8, 0.2578125, 0.2734375
0075378, 8, 0.1640625, 0.4921875
0075382, 2, 0.1015625, 0.6640625
0075382, 3, 0.0234375, 0.1796875
0075382, 6, 0.3359375, 0.1328125
0075382, 8, 0.6640625, 0.3203125
0075393, 4, 0.7421875, 0.1796875
0075393, 5, 0.3203125, 0.6796875
0075393, 6, 0.0078125, 0.3984375
0075393, 7, 0.2890625, 0.2265625
0075397, 4, 0.0703125, 0.2265625
0075397, 4, 0.3359375, 0.3671875
0075397, 5, 0.4609375, 0.1171875
0075397, 6, 0.1328125, 0.6015625
0075402, 2, 0.1953125, 0.6640625
0075402, 6, 0.2734375, 0.4453125
0075402, 7, 0.5546875, 0.1953125
0075414, 2, 0.6015625, 0.1484375
0075414, 2, 0.3203125, 0.6640625
0075414, 6, 0.0390625, 0.3046875
0075414, 8, 0.3359375, 0.2109375
0075427, 0, 0.4453125, 0.6640625
0075427, 6, 0.1796875, 0.6796875
0075427, 7, 0.0546875, 0.1484375
0075427, 8, 0.7265625, 0.5078125
0075430, 6, 0.0078125, 0.5078125
0075430, 9, 0.1171875, 0.1328125
0075443, 0, 0.2109375, 0.5390625
0075443, 1, 0.3984375, 0.1015625
0075443, 3, 0.6484375, 0.1171875
0075443, 6, 0.5703125, 0.4609375
0075444, 3, 0.1328125, 0.5703125
0075444, 4, 0.4765625, 0.0546875
0075444, 6, 0.5078125, 0.6484375
0075445, 3, 0.7734375, 0.1015625
0075445, 4, 0.2734375, 0.6171875
0075445, 4, 0.7421875, 0.7109375
0075445, 6, 0.3671875, 0.0078125
0075447, 3, 0.0703125, 0.0078125
0075447, 4, 0.2109375, 0.5859375
0075447, 6, 0.5078125, 0.5390625
0075457, 6, 0.6171875, 0.1484375
0075457, 6, 0.3671875, 0.3671875
0075468, 0, 0.6484375, 0.1484375
0075468, 6, 0.4921875, 0.6015625
0075476, 0, 0.2109375, 0.4140625
0075476, 6, 0.4296875, 0.2734375
0075476, 7, 0.2265625, 0.0234375
0075477, 1, 0.5703125, 0.0546875
0075477, 5, 0.3359375, 0.5390625
0075477, 6, 0.0546875, 0.2734375
0075478, 6, 0.4140625, 0.3203125
0075478, 7, 0.5546875, 0.5859375
0075484, 4, 0.0234375, 0.1328125
0075484, 6, 0.4296875, 0.3359375
0075484, 6, 0.7421875, 0.7578125
0075484, 8, 0.6640625, 0.4140625
0075494, 6, 0.0546875, 0.4453125
0075494, 8, 0.5390625, 0.2578125
0075495, 6, 0.5390625, 0.0703125
0075495, 6, 0.5859375, 0.3515625
0075495, 7, 0.1796875, 0.2734375
0075495, 7, 0.5546875, 0.7109375
0075497, 6, 0.1171875, 0.5234375
0075497, 6, 0.7421875, 0.5546875
0075497, 7, 0.4609375, 0.1328125
0075503, 5, 0.6953125, 0.6328125
0075503, 6, 0.7421875, 0.2890625
0075503, 6, 0.0390625, 0.4296875
0075503, 7, 0.4140625, 0.7421875
0075516, 2, 0.5703125, 0.3359375
0075516, 2, 0.2265625, 0.3515625
0075516, 5, 0.0703125, 0.6796875
0075516, 6, 0.5859375, 0.6796875
0075519, 6, 0.0390625, 0.2109375
0075519, 7, 0.2578125, 0.4921875
0075527, 4, 0.0078125, 0.5078125
0075527, 6, 0.2421875, 0.6328125
0075534, 3, 0.2265625, 0.6328125
0075534, 5, 0.5078125, 0.0078125
0075534, 6, 0.5390625, 0.4765625
0075534, 9, 0.2734375, 0.2890625
0075536, 1, 0.2578125, 0.5390625
0075536, 3, 0.1015625, 0.0078125
0075536, 6, 0.6484375, 0.7109375
0075536, 8, 0.5234375, 0.2265625
0075543, 2, 0.5078125, 0.3359375
0075543, 6, 0.3515625, 0.1171875
0075543, 6, 0.1328125, 0.5703125
0075543, 8, 0.0234375, 0.0859375
0075546, 0, 0.7109375, 0.7421875
0075546, 4, 0.1328125, 0.7265625
0075546, 6, 0.2578125, 0.2109375
0075546, 6, 0.7421875, 0.2109375
0075548, 0, 0.6640625, 0.5390625
0075548, 3, 0.4140625, 0.6640625
0075548, 6, 0.3984375, 0.3359375
0075548, 7, 0.1484375, 0.3671875
0075551, 1, 0.7109375, 0.1640625
0075551, 1, 0.7109375, 0.4921875
0075551, 6, 0.4296875, 0.2109375
0075551, 6, 0.0703125, 0.4765625
0075556, 3, 0.4921875, 0.3359375
0075556, 5, 0.2578125, 0.4921875
0075556, 5, 0.6796875, 0.5859375
0075556, 6, 0.6953125, 0.1171875
0075562, 1, 0.0234375, 0.5703125
0075562, 3, 0.1640625, 0.0546875
0075562, 6, 0.5390625, 0.1484375
0075562, 6, 0.4140625, 0.6171875
0075566, 2, 0.0546875, 0.2265625
0075566, 3, 0.6640625, 0.3359375
0075566, 8, 0.3671875, 0.6015625
0075572, 2, 0.0546875, 0.0078125
0075572, 3, 0.2734375, 0.2265625
0075572, 6, 0.5703125, 0.6953125
0075572, 7, 0.1796875, 0.4765625
0075575, 6, 0.4453125, 0.1484375
0075575, 6, 0.6640625, 0.1484375
0075575, 6, 0.7578125, 0.6328125
0075578, 6, 0.1015625, 0.3828125
0075578, 8, 0.6015625, 0.7578125
0075581, 2, 0.3984375, 0.1328125
0075581, 2, 0.6953125, 0.3515625
0075581, 6, 0.1796875, 0.0703125
0075581, 7, 0.3984375, 0.7109375
0075585, 4, 0.6953125, 0.2578125
0075585, 6, 0.6484375, 0.6171875
0075585, 7, 0.2578125, 0.5078125
0075592, 0, 0.7265625, 0.3203125
0075592, 6, 0.4453125, 0.7109375
0075592, 7, 0.4921875, 0.1171875
0075592, 8, 0.3984375, 0.4921875
0075594, 3, 0.5234375, 0.2265625
0075594, 6, 0.0703125, 0.3671875
0075594, 6, 0.3203125, 0.6015625
0075594, 8, 0.7265625, 0.7578125
0075617, 0, 0.1640625, 0.6484375
0075617, 3, 0.6328125, 0.2109375
0075617, 6, 0.1328125, 0.1640625
0075617, 8, 0.3671875, 0.3671875
0075631, 1, 0.1484375, 0.7109375
0075631, 2, 0.6953125, 0.0546875
0075631, 6, 0.3359375, 0.0546875
0075631, 8, 0.0703125, 0.2578125
0075633, 1, 0.5078125, 0.1484375
0075633, 5, 0.0703125, 0.4609375
0075633, 6, 0.3203125, 0.5546875
0075633, 8, 0.2421875, 0.1796875
0075644, 3, 0.7421875, 0.1640625
0075644, 5, 0.6640625, 0.7265625
0075644, 6, 0.2265625, 0.5390625
0075644, 9, 0.2109375, 0.1328125
0075652, 0, 0.2421875, 0.2265625
0075652, 1, 0.1640625, 0.6484375
0075652, 3, 0.3359375, 0.0078125
0075652, 6, 0.7265625, 0.7109375
0075657, 6, 0.2734375, 0.1328125
0075657, 9, 0.0390625, 0.3984375
0075657, 9, 0.5234375, 0.4765625
0075658, 2, 0.2734375, 0.5390625
0075658, 4, 0.7109375, 0.3984375
0075658, 6, 0.3984375, 0.1171875
0075658, 7, 0.6953125, 0.7109375
0075660, 1, 0.7578125, 0.5390625
0075660, 6, 0.0703125, 0.5390625
0075662, 6, 0.1953125, 0.6953125
0075662, 7, 0.7421875, 0.4453125
0075662, 7, 0.4609375, 0.6953125
0075666, 1, 0.7109375, 0.5703125
0075666, 3, 0.0234375, 0.6171875
0075666, 4, 0.7421875, 0.2890625
0075666, 6, 0.3203125, 0.1328125
0075670, 1, 0.6484375, 0.2421875
0075670, 3, 0.2734375, 0.3046875
0075670, 6, 0.5546875, 0.4609375
0075670, 6, 0.2265625, 0.5546875
0075673, 0, 0.4609375, 0.0078125
0075673, 4, 0.1171875, 0.6796875
0075673, 6, 0.4296875, 0.3828125
0075673, 7, 0.7109375, 0.0703125
0075674, 6, 0.1484375, 0.4921875
0075674, 6, 0.5078125, 0.4921875
0075676, 0, 0.5546875, 0.0078125
0075676, 6, 0.3359375, 0.6015625
0075678, 2, 0.1484375, 0.0234375
0075678, 6, 0.7578125, 0.1171875
0075678, 6, 0.4921875, 0.6328125
0075678, 7, 0.0390625, 0.6328125
0075685, 5, 0.4921875, 0.1953125
0075685, 6, 0.0078125, 0.3046875
0075685, 7, 0.3203125, 0.5078125
0075685, 7, 0.6640625, 0.5390625
0075686, 0, 0.7734375, 0.1171875
0075686, 6, 0.7109375, 0.7734375
0075686, 9, 0.3984375, 0.0234375
0075686, 9, 0.4765625, 0.6484375
0075698, 6, 0.1015625, 0.0859375
0075698, 6, 0.1953125, 0.6484375
0075698, 8, 0.6484375, 0.1328125
0075702, 6, 0.0390625, 0.6953125
0075702, 7, 0.1328125, 0.0703125
0075702, 7, 0.5390625, 0.5703125
0075710, 4, 0.6484375, 0.0859375
0075710, 5, 0.4140625, 0.1484375
0075710, 6, 0.1328125, 0.6328125
0075710, 7, 0.0703125, 0.1640625
0075720, 6, 0.5546875, 0.1640625
0075720, 9, 0.0234375, 0.5546875
0075721, 1, 0.5390625, 0.5078125
0075721, 3, 0.2421875, 0.5390625
0075721, 6, 0.7734375, 0.3203125
0075724, 2, 0.7265625, 0.0546875
0075724, 2, 0.0859375, 0.5546875
0075724, 3, 0.4453125, 0.6171875
0075724, 6, 0.1953125, 0.3046875
0075725, 3, 0.4140625, 0.7421875
0075725, 6, 0.1484375, 0.2890625
0075726, 1, 0.7109375, 0.5546875
0075726, 3, 0.1015625, 0.2265625
0075726, 6, 0.5234375, 0.1796875
0075726, 8, 0.1328125, 0.7734375
0075731, 4, 0.2734375, 0.0546875
0075731, 6, 0.7421875, 0.1796875
0075731, 7, 0.3515625, 0.5390625
0075731, 9, 0.0078125, 0.6171875
0075734, 6, 0.3203125, 0.1953125
0075734, 7, 0.1796875, 0.7109375
0075744, 1, 0.6171875, 0.6484375
0075744, 6, 0.3203125, 0.0390625
0075751, 4, 0.0234375, 0.0546875
0075751, 5, 0.3046875, 0.0078125
0075751, 6, 0.5234375, 0.6796875
0075754, 4, 0.0703125, 0.3046875
0075754, 6, 0.1640625, 0.6953125
0075757, 4, 0.6328125, 0.3984375
0075757, 6, 0.4453125, 0.1328125
0075757, 6, 0.0546875, 0.3671875
0075757, 6, 0.6796875, 0.6640625
0075760, 1, 0.6015625, 0.1640625
0075760, 3, 0.6171875, 0.4296875
0075760, 5, 0.2890625, 0.4140625
0075760, 6, 0.2578125, 0.1015625
0075776, 1, 0.5078125, 0.7578125
0075776, 2, 0.6015625, 0.2265625
0075776, 2, 0.1328125, 0.4296875
0075776, 6, 0.3515625, 0.1640625
0075778, 0, 0.1640625, 0.6328125
0075778, 6, 0.7265625, 0.2265625
0075778, 9, 0.6015625, 0.7578125
0075780, 6, 0.5703125, 0.3515625
0075780, 6, 0.3046875, 0.7578125
0075780, 7, 0.1328125, 0.5234375
0075780, 8, 0.2109375, 0.2734375
0075781, 1, 0.1015625, 0.6640625
0075781, 6, 0.7265625, 0.2421875
0075789, 6, 0.6953125, 0.1796875
0075789, 6, 0.2109375, 0.3515625
0075789, 8, 0.1171875, 0.6640625
0075789, 9, 0.3828125, 0.0546875
0075792, 0, 0.4609375, 0.0546875
0075792, 5, 0.5546875, 0.6796875
0075792, 6, 0.2265625, 0.5234375
0075793, 3, 0.0234375, 0.0703125
0075793, 5, 0.7734375, 0.5078125
0075793, 6, 0.7734375, 0.1640625
0075795, 2, 0.7109375, 0.5390625
0075795, 2, 0.1015625, 0.7578125
0075795, 6, 0.6640625, 0.2265625
0075795, 9, 0.1953125, 0.2890625
0075799, 2, 0.2734375, 0.1484375
0075799, 6, 0.1796875, 0.5234375
0075799, 8, 0.4609375, 0.5234375
0075799, 9, 0.6796875, 0.1796875
0075803, 0, 0.1953125, 0.4609375
0075803, 6, 0.7734375, 0.5703125
0075816, 4, 0.2421875, 0.5390625
0075816, 6, 0.4140625, 0.3046875
0075816, 7, 0.5390625, 0.5859375
0075816, 8, 0.1640625, 0.0859375
0075817, 0, 0.1328125, 0.6953125
0075817, 1, 0.3359375, 0.2109375
0075817, 1, 0.7421875, 0.3828125
0075817, 6, 0.6796875, 0.0703125
0075820, 1, 0.5390625, 0.5234375
0075820, 3, 0.5703125, 0.3046875
0075820, 6, 0.1484375, 0.1328125
0075820, 8, 0.1640625, 0.7265625
0075821, 6, 0.3828125, 0.1171875
0075821, 6, 0.0234375, 0.1953125
0075821, 7, 0.3203125, 0.4921875
0075838, 6, 0.4140625, 0.0703125
0075838, 6, 0.5859375, 0.6015625
0075846, 0, 0.6640625, 0.0859375
0075846, 0, 0.0390625, 0.7734375
0075846, 3, 0.1640625, 0.4921875
0075846, 6, 0.3671875, 0.2265625
0075850, 5, 0.1484375, 0.4765625
0075850, 6, 0.7578125, 0.1640625
0075853, 6, 0.0859375, 0.2265625
0075853, 8, 0.6484375, 0.4296875
0075856, 0, 0.4765625, 0.5703125
0075856, 3, 0.3515625, 0.1796875
0075856, 6, 0.0078125, 0.3984375
0075856, 7, 0.7734375, 0.2734375
0075859, 3, 0.5234375, 0.7421875
0075859, 4, 0.0703125, 0.5078125
0075859, 5, 0.1015625, 0.7578125
0075859, 6, 0.7109375, 0.3359375
0075862, 4, 0.6796875, 0.0546875
0075862, 6, 0.0859375, 0.7109375
0075867, 0, 0.1015625, 0.2578125
0075867, 3, 0.2421875, 0.6796875
0075867, 6, 0.3359375, 0.4140625
0075869, 6, 0.1171875, 0.0546875
0075869, 8, 0.2578125, 0.6796875
0075873, 0, 0.2578125, 0.2109375
0075873, 5, 0.2890625, 0.7109375
0075873, 6, 0.5546875, 0.1796875
0075873, 6, 0.7734375, 0.4140625
0075887, 5, 0.0703125, 0.5078125
0075887, 6, 0.5703125, 0.7421875
0075888, 6, 0.1328125, 0.7578125
0075888, 8, 0.4921875, 0.3359375
0075889, 2, 0.3203125, 0.3046875
0075889, 6, 0.0390625, 0.2265625
0075895, 3, 0.0390625, 0.2265625
0075895, 6, 0.5078125, 0.2734375
0075895, 8, 0.6640625, 0.5703125
0075913, 0, 0.4296875, 0.7109375
0075913, 6, 0.0859375, 0.2578125
0075918, 0, 0.4765625, 0.2734375
0075918, 3, 0.6171875, 0.7734375
0075918, 6, 0.1484375, 0.0390625
0075918, 9, 0.4921875, 0.0234375
0075929, 6, 0.5859375, 0.3046875
0075929, 7, 0.2578125, 0.6640625
0075931, 0, 0.5859375, 0.0078125
0075931, 4, 0.6640625, 0.2265625
0075931, 6, 0.2265625, 0.6796875
0075931, 9, 0.3515625, 0.0703125
0075935, 1, 0.6953125, 0.0546875
0075935, 6, 0.4140625, 0.2734375
0075936, 0, 0.2734375, 0.6328125
0075936, 1, 0.7421875, 0.5078125
0075936, 6, 0.4609375, 0.2421875
0075936, 8, 0.0234375, 0.5859375
0075938, 0, 0.3984375, 0.0546875
0075938, 1, 0.6953125, 0.4140625
0075938, 6, 0.2734375, 0.5078125
0075938, 8, 0.5703125, 0.7578125
0075948, 6, 0.7109375, 0.4296875
0075948, 7, 0.1640625, 0.3359375
0075948, 9, 0.5703125, 0.0234375
0075955, 0, 0.0234375, 0.4921875
0075955, 3, 0.5703125, 0.0390625
0075955, 6, 0.2734375, 0.6640625
0075955, 8, 0.2734375, 0.0859375
0075957, 6, 0.2734375, 0.4453125
0075957, 9, 0.3984375, 0.0234375
0075958, 6, 0.5703125, 0.2421875
0075958, 9, 0.0546875, 0.3046875
0075964, 6, 0.6640625, 0.4296875
0075964, 9, 0.2109375, 0.1796875
0075965, 1, 0.6640625, 0.2890625
0075965, 6, 0.4296875, 0.1328125
0075965, 6, 0.2421875, 0.4765625
0075968, 6, 0.1015625, 0.2109375
0075968, 6, 0.5859375, 0.6953125
0075968, 8, 0.5859375, 0.0703125
0075969, 0, 0.6640625, 0.0859375
0075969, 0, 0.1328125, 0.7578125
0075969, 6, 0.6015625, 0.7421875
0075974, 0, 0.1796875, 0.0078125
0075974, 4, 0.0703125, 0.4921875
0075974, 6, 0.5859375, 0.5234375
0075974, 9, 0.2265625, 0.7265625
0075977, 0, 0.5390625, 0.6484375
0075977, 2, 0.7421875, 0.0390625
0075977, 2, 0.0546875, 0.4453125
0075977, 6, 0.1640625, 0.1328125
0075980, 0, 0.2265625, 0.0546875
0075980, 3, 0.0546875, 0.5390625
0075980, 4, 0.5390625, 0.1953125
0075980, 6, 0.3828125, 0.6015625
0075984, 1, 0.3671875, 0.3671875
0075984, 4, 0.0234375, 0.3046875
0075984, 5, 0.3671875, 0.6171875
0075984, 6, 0.5390625, 0.1015625
0075986, 5, 0.6328125, 0.4765625
0075986, 6, 0.3984375, 0.3828125
0075986, 8, 0.4140625, 0.1015625
0075986, 8, 0.7265625, 0.1171875
0075990, 2, 0.7109375, 0.6640625
0075990, 6, 0.5703125, 0.1796875
0075990, 9, 0.2265625, 0.1328125
0075992, 6, 0.2734375, 0.2578125
0075992, 8, 0.6796875, 0.2265625
0075994, 0, 0.1640625, 0.1796875
0075994, 2, 0.6328125, 0.6953125
0075994, 6, 0.1328125, 0.5703125
0076005, 0, 0.5703125, 0.1640625
0076005, 6, 0.0546875, 0.3203125
0076005, 8, 0.0703125, 0.0703125
0076008, 2, 0.4765625, 0.4609375
0076008, 6, 0.0859375, 0.6796875
0076008, 7, 0.6640625, 0.7109375
0076008, 8, 0.4140625, 0.1171875
0076013, 4, 0.7578125, 0.7421875
0076013, 6, 0.6796875, 0.3046875
0076013, 8, 0.3515625, 0.0234375
0076016, 1, 0.7421875, 0.3046875
0076016, 6, 0.2109375, 0.0390625
0076020, 3, 0.3671875, 0.4765625
0076020, 6, 0.5703125, 0.3984375
0076022, 6, 0.2109375, 0.0234375
0076022, 8, 0.4921875, 0.2109375
0076026, 0, 0.5390625, 0.0078125
0076026, 2, 0.4140625, 0.2890625
0076026, 3, 0.6796875, 0.5703125
0076026, 6, 0.1328125, 0.2578125
0076028, 5, 0.0234375, 0.7109375
0076028, 6, 0.7265625, 0.1015625
0076028, 6, 0.2421875, 0.2734375
0076028, 6, 0.0546875, 0.5078125
0076040, 6, 0.1328125, 0.6015625
0076040, 8, 0.6328125, 0.4609375
0076040, 9, 0.2265625, 0.1015625
0076042, 0, 0.1328125, 0.4921875
0076042, 3, 0.6328125, 0.3046875
0076042, 6, 0.6640625, 0.6328125
0076056, 2, 0.5546875, 0.3984375
0076056, 6, 0.3359375, 0.3984375
0076056, 6, 0.7109375, 0.7421875
0076056, 9, 0.7421875, 0.1796875
0076059, 2, 0.5390625, 0.7109375
0076059, 6, 0.1171875, 0.2890625
0076060, 6, 0.6171875, 0.0859375
0076060, 6, 0.5078125, 0.4140625
0076075, 1, 0.5078125, 0.0234375
0076075, 4, 0.7109375, 0.3828125
0076075, 6, 0.1328125, 0.1328125
0076075, 6, 0.3515625, 0.6640625
0076092, 2, 0.1171875, 0.4921875
0076092, 2, 0.5078125, 0.6328125
0076092, 6, 0.7421875, 0.1171875
0076092, 9, 0.0234375, 0.2265625
0076098, 1, 0.7265625, 0.4296875
0076098, 6, 0.2890625, 0.5078125
0076109, 5, 0.7265625, 0.2109375
0076109, 6, 0.7578125, 0.5546875
0076109, 8, 0.4921875, 0.6796875
0076109, 9, 0.2421875, 0.7265625
0076110, 2, 0.3828125, 0.4453125
0076110, 6, 0.0703125, 0.6015625
0076110, 8, 0.7265625, 0.5703125
0076112, 1, 0.0859375, 0.2578125
0076112, 6, 0.3359375, 0.5234375
0076114, 1, 0.3515625, 0.6171875
0076114, 2, 0.3203125, 0.2265625
0076114, 3, 0.6015625, 0.0859375
0076114, 6, 0.7734375, 0.5390625
0076117, 0, 0.4453125, 0.2734375
0076117, 2, 0.0390625, 0.1484375
0076117, 6, 0.3515625, 0.5703125
0076117, 8, 0.0234375, 0.3984375
0076119, 1, 0.2734375, 0.2578125
0076119, 5, 0.3203125, 0.7734375
0076119, 6, 0.0859375, 0.6796875
0076119, 7, 0.5703125, 0.2109375
0076127, 1, 0.5703125, 0.3984375
0076127, 6, 0.3515625, 0.0859375
0076135, 5, 0.7109375, 0.1640625
0076135, 6, 0.0859375, 0.4765625
0076145, 6, 0.2265625, 0.4453125
0076145, 6, 0.6796875, 0.5234375
0076146, 2, 0.4609375, 0.6171875
0076146, 6, 0.2890625, 0.0546875
0076146, 7, 0.5703125, 0.0234375
0076148, 1, 0.0703125, 0.5390625
0076148, 6, 0.2734375, 0.2109375
0076148, 7, 0.5234375, 0.4609375
0076164, 1, 0.6953125, 0.1328125
0076164, 1, 0.6640625, 0.6796875
0076164, 6, 0.2421875, 0.0546875
0076164, 6, 0.3984375, 0.5234375
0076167, 1, 0.1171875, 0.5390625
0076167, 4, 0.4765625, 0.3984375
0076167, 6, 0.7578125, 0.0078125
0076167, 6, 0.5390625, 0.7109375
0076168, 2, 0.2734375, 0.4765625
0076168, 5, 0.3359375, 0.2421875
0076168, 6, 0.3515625, 0.7265625
0076168, 8, 0.0078125, 0.4140625
0076171, 4, 0.3046875, 0.0234375
0076171, 6, 0.6484375, 0.3515625
0076171, 7, 0.2265625, 0.5390625
0076171, 9, 0.5703125, 0.7578125
0076180, 3, 0.6171875, 0.2578125
0076180, 6, 0.5078125, 0.0390625
0076180, 8, 0.3984375, 0.5703125
0076180, 9, 0.7734375, 0.6796875
0076181, 1, 0.5859375, 0.0234375
0076181, 3, 0.3046875, 0.1015625
0076181, 6, 0.2265625, 0.5703125
0076181, 6, 0.7109375, 0.7578125
0076182, 3, 0.4140625, 0.4453125
0076182, 3, 0.6484375, 0.4453125
0076182, 6, 0.4609375, 0.1484375
0076182, 6, 0.1640625, 0.4296875
0076183, 3, 0.7109375, 0.6640625
0076183, 6, 0.1328125, 0.6640625
0076183, 7, 0.3515625, 0.0703125
0076183, 7, 0.4609375, 0.4765625
0076188, 5, 0.0703125, 0.5390625
0076188, 6, 0.3828125, 0.2109375
0076188, 8, 0.6796875, 0.4609375
0076197, 4, 0.6796875, 0.3515625
0076197, 6, 0.7421875, 0.0703125
0076197, 6, 0.2265625, 0.4140625
0076201, 2, 0.3515625, 0.1796875
0076201, 4, 0.6640625, 0.1796875
0076201, 4, 0.5078125, 0.6796875
0076201, 6, 0.1015625, 0.0078125
0076202, 0, 0.6171875, 0.5546875
0076202, 6, 0.1015625, 0.3984375
0076212, 1, 0.3984375, 0.1953125
0076212, 1, 0.1484375, 0.7578125
0076212, 5, 0.4140625, 0.5234375
0076212, 6, 0.1171875, 0.2578125
0076229, 1, 0.1015625, 0.0234375
0076229, 6, 0.0859375, 0.4140625
0076229, 8, 0.6640625, 0.7109375
0076244, 4, 0.6328125, 0.1328125
0076244, 6, 0.3515625, 0.5859375
0076244, 8, 0.2578125, 0.3203125
0076244, 9, 0.7109375, 0.7734375
0076245, 5, 0.6328125, 0.5546875
0076245, 6, 0.3671875, 0.2734375
0076246, 3, 0.7109375, 0.7265625
0076246, 6, 0.1015625, 0.6328125
0076246, 9, 0.2421875, 0.3359375
0076246, 9, 0.4921875, 0.6796875
0076256, 2, 0.6015625, 0.3203125
0076256, 6, 0.1328125, 0.0390625
0076256, 7, 0.7421875, 0.7578125
0076258, 1, 0.6484375, 0.5234375
0076258, 4, 0.5859375, 0.7734375
0076258, 6, 0.1171875, 0.6328125
0076258, 9, 0.1640625, 0.3359375
0076268, 3, 0.1171875, 0.4921875
0076268, 6, 0.3515625, 0.7109375
0076276, 0, 0.2265625, 0.7734375
0076276, 1, 0.3203125, 0.2578125
0076276, 2, 0.5390625, 0.4453125
0076276, 6, 0.5390625, 0.1953125
0076278, 2, 0.1015625, 0.0078125
0076278, 6, 0.6015625, 0.0078125
0076278, 7, 0.2578125, 0.7578125
0076281, 3, 0.6796875, 0.5546875
0076281, 5, 0.2578125, 0.1484375
0076281, 5, 0.1171875, 0.3828125
0076281, 6, 0.5703125, 0.2734375
0076286, 1, 0.6328125, 0.0546875
0076286, 3, 0.5546875, 0.6328125
0076286, 6, 0.2890625, 0.5703125
0076286, 8, 0.5078125, 0.2734375
0076288, 5, 0.0390625, 0.6328125
0076288, 6, 0.6796875, 0.0234375
0076288, 6, 0.3671875, 0.1328125
0076303, 0, 0.1640625, 0.1953125
0076303, 4, 0.1484375, 0.4453125
0076303, 6, 0.6953125, 0.7421875
0076303, 8, 0.7109375, 0.4765625
0076305, 6, 0.6328125, 0.0859375
0076305, 6, 0.7734375, 0.6640625
0076311, 5, 0.0390625, 0.3359375
0076311, 6, 0.3515625, 0.3359375
0076318, 6, 0.7109375, 0.7734375
0076318, 7, 0.2890625, 0.0703125
0076318, 7, 0.3359375, 0.3359375
0076318, 8, 0.3984375, 0.7578125
0076328, 6, 0.3046875, 0.2109375
0076328, 7, 0.0234375, 0.2265625
0076328, 9, 0.5390625, 0.3828125
0076329, 1, 0.1328125, 0.3828125
0076329, 4, 0.6953125, 0.0078125
0076329, 5, 0.6328125, 0.4296875
0076329, 6, 0.6171875, 0.7421875
0076331, 6, 0.4140625, 0.1171875
0076331, 6, 0.5234375, 0.5234375
0076331, 7, 0.6328125, 0.2265625
0076331, 7, 0.4140625, 0.7421875
0076341, 4, 0.1640625, 0.5390625
0076341, 6, 0.7421875, 0.3359375
0076344, 6, 0.3515625, 0.1015625
0076344, 9, 0.2734375, 0.4296875
0076346, 2, 0.3046875, 0.6171875
0076346, 3, 0.7265625, 0.5390625
0076346, 4, 0.0078125, 0.1171875
0076346, 6, 0.3203125, 0.3203125
0076348, 3, 0.0859375, 0.1640625
0076348, 6, 0.3515625, 0.5859375
0076348, 7, 0.6640625, 0.1328125
0076348, 9, 0.6640625, 0.5234375
0076352, 0, 0.7109375, 0.1953125
0076352, 3, 0.4453125, 0.3984375
0076352, 6, 0.1640625, 0.4453125
0076360, 1, 0.1015625, 0.3828125
0076360, 6, 0.6796875, 0.1796875
0076374, 6, 0.4609375, 0.2734375
0076374, 6, 0.1796875, 0.3671875
0076374, 9, 0.6171875, 0.6015625
0076378, 1, 0.0234375, 0.6953125
0076378, 2, 0.6796875, 0.2578125
0076378, 6, 0.2890625, 0.2734375
0076378, 8, 0.7734375, 0.7265625
0076379, 2, 0.3359375, 0.7265625
